Paragraph,TitleChinese,TitleEnglish,ChineseText,EnglishText,URL,Chapter Chinese,Chapter English,link_title,Book Chinese,Book English,Book period,earliest_date,latest_date,original_translation
16,釋樂器,,竹之貫匏以瓠為之，故曰匏也。竽亦是也。其中汙空以受簧也。,"The bamboo is connected with the gourd, thus it is called a gourd. The yu (a type of ancient musical instrument) is the same. It is hollowed out to receive the reeds.",https://ctext.org/shi-ming/shi-yue-qi,釋樂器,,shi-ming,釋名,Shi Ming,['Eastern Han'],190.0,210,
43,權謀,,楚公子午使於秦，秦囚之，其弟獻三百金於叔向，叔向謂平公曰：「何不城壺丘？秦楚患壺丘之城。若秦恐而歸公子午，以止吾城也，君乃止，難亦未構，楚必德君。」平公曰：「善。」乃城之。秦恐，遂歸公子午使之晉，晉人輟城，楚獻晉賦三百車。,"The son of the Duke of Chu, Wu, was sent to Qin, but was imprisoned there. His brother offered three hundred pieces of gold to Shu Xiang, who said to Duke Ping, 'Why not fortify Hu Qiu? Qin and Chu are troubled by the city of Hu Qiu. If Qin fears and returns the son of Wu, it will halt our fortifications; then Your Majesty will be at peace, and difficulties will not arise, and Chu will certainly show gratitude towards you.' Duke Ping replied, 'Good.' So they fortified it. Qin was afraid and then returned the son of Wu, sending him to Jin, where the Jin people stopped their fortifications. Chu presented Jin with tributes of three hundred carts.",https://ctext.org/shuo-yuan/quan-mou,權謀,,shuo-yuan,說苑,Shuo Yuan,['Western Han'],-206.0,9,
245,成公,,六月，丙寅朔，日有食之。,"In June, on the first day of the Bingyin month, there was a solar eclipse.",https://ctext.org/chun-qiu-zuo-zhuan/cheng-gong,成公,,chun-qiu-zuo-zhuan,春秋左傳,Chun Qiu Zuo Zhuan,['Warring States'],-468.0,-300,
7,婦人雜病脈證并治,,半夏，厚朴三兩，茯苓四兩，生姜五兩，乾蘇葉二兩。,"Banxia, three taels of Houpu, four taels of Fuling, five taels of fresh ginger, and two taels of dried Suye.",https://ctext.org/jinkui-yaolue/22,婦人雜病脈證并治,,jinkui-yaolue,金匱要略,Jinkui Yaolue,['Eastern Han'],170.0,219,
14,玉藻,Yu Zao,始冠，緇布冠，自諸侯下達，冠而敝之可也。玄冠朱組纓，天子之冠也。緇布冠繢緌，諸侯之冠也。玄冠丹組纓，諸侯之齊冠也。玄冠綦組纓，士之齊冠也。縞冠玄武，子姓之冠也。縞冠素紕，既祥之冠也。垂緌五寸，惰游之士也，玄冠縞武，不齒之服也。居冠屬武，自天子下達，有事然後緌。五十不散送，親沒不髦，大帛不緌。衣冠紫緌，自魯桓公始也。,"At the ceremony of capping, the first cap put on was one of black linen. The use of this extended from the feudal lords downwards. It might, after having been thus employed, be put away or disused. The dark-coloured cap, with red strings and tassels descending to the breast, was used at the capping of the son of Heaven. The cap of black linen, with strings and tassels of various colours, was used at the capping of a feudal prince. A dark-coloured cap with scarlet strings and tassels was worn by a feudal lord, when fasting. A dark-coloured cap with gray strings and tassels was worn by officers when similarly engaged. A cap of white silk with the border or roll of a dark colour was worn (? at his capping) by a son or grandson (when in a certain stage of mourning). A similar cap with a plain white edging, was worn after the sacrifice at the end of the year's mourning. (The same cap) with strings hanging down five inches, served to mark the idle and listless officer. A dark-coloured cap with the roll round it of white silk was worn by one excluded from the ranks of his compeers. The cap worn in private, with the roll or border attached to it, was used by all from the son of Heaven downwards. When business called them, the strings were tied and their ends allowed to hang down. At fifty, one did not accompany a funeral with his sackcloth hanging loose. When his parents were dead, (a son) did not have his hair dressed in tufts (any more). With the large white (cap) they did not use strings hanging down. The purple strings with the dark-coloured cap began with duke Huan of Lu.",https://ctext.org/liji/yu-zao,玉藻,Yu Zao,liji,禮記,Liji,['Warring States'],-475.0,-221,True
15,勾踐伐吳外傳,,大夫文種曰：「審物則可戰。審物則別是非，是非明察，人莫能惑。」王曰：「辨哉！」,"The minister Wen Zhong said: ""To understand things is to be able to fight. When one understands things, one can distinguish right from wrong; with clear discernment of right and wrong, no one can be deceived."" The king replied: ""Well said!""",https://ctext.org/wu-yue-chun-qiu/gou-jian-fa-wu-wai-zhuan,勾踐伐吳外傳,,wu-yue-chun-qiu,吳越春秋,Wu Yue Chun Qiu,['Eastern Han'],1950.0,2000,
10,儒林傳,,施讎字長卿，沛人也。沛與碭相近。讎為童子，從田王孫受易。後讎徙長陵，田王孫為博士，復從卒業，與孟喜、梁丘賀並為門人。謙讓，常稱學廢，不教授。及梁丘賀為少府，事多，及遣子臨分將門人張禹等從讎問。讎自匿不肯見，賀固請，不得已乃授臨等。於是賀薦讎：「結髮事師數十年，賀不能及。」詔拜讎為博士。甘露中與五經諸儒雜論同異於石渠閣。讎授張禹、琅邪魯伯。伯為會稽太守，禹至丞相。禹授淮陽彭宣、沛戴崇子平。崇為九卿，宣大司空。禹、宣皆有傳。魯伯授太山毛莫如少路、琅邪邴丹曼容，著清名。莫如至常山太守。此其知名者也。繇是施家有張、彭之學。,"Shi Chou, styled Changqing, was from Pei. Pei is near Dang. Chou was a youth and studied the Changes under Tian Wangsun. Later, Chou moved to Changling, where Tian Wangsun became a professor; Chou again graduated and became a disciple of Meng Xi and Liang Qiu He. He was humble and often claimed his learning was inadequate and did not teach. When Liang Qiu He became the Minister of Revenue and had many duties, he sent his son Lin to ask Chou for instruction along with Chou's other disciples such as Zhang Yu. Chou hid away and refused to meet them. He frequently declined He’s earnest requests, but could not refuse to teach Lin and others at last. Consequently, He recommended Chou, saying, 'I have been serving my teacher for decades, but I cannot match Chou.' An edict was issued appointing Chou as a doctor. During the period of Ganlu, he discussed the similarities and differences of the Five Classics with various Confucians at the Shiqi Pavilion. Chou taught Zhang Yu and Lu Bo from Langya. Bo became the governor of Kuaiji, and Yu became the Chancellor. Yu taught Huaiyang’s Peng Xuan and Pei’s Dai Chong, who had a son named Zi Ping. Chong became one of the Nine Ministers, and Xuan was Grand Minister of Works. Both Yu and Xuan had their own historical records. Lu Bo taught Mao Moru and Shi Yu from Langya, and achieved a clear reputation. Moru became the governor of Changshan. This is the renowned individuals from the Shi family that contributed to the studies of Zhang and Peng.",https://ctext.org/han-shu/ru-lin-zhuan,儒林傳,,han-shu,漢書,Han Shu,['Eastern Han'],36.0,111,
21,五行志,,哀公三年「五月辛卯，桓、釐宮災」。董仲舒、劉向以為此二宮不當立，違禮者也。哀公又以季氏之故不用孔子。孔子在陳聞魯災，曰：「其桓、釐之宮乎！」以為桓，季氏之所出，釐，使季氏世卿者也。,"In the third year of Duke Ai, on the day of Xinmao in the fifth month, there was a disaster at the palaces of Huan and Xi. Dong Zhongshu and Liu Xiang believed that these two palaces should not be erected, as they violated the rules of propriety. Duke Ai, due to the matter concerning the Ji clan, did not employ Confucius. Confucius, hearing about the disaster in Lu while in Chen, remarked: 'Is it not the palaces of Huan and Xi?' He believed that Huan was from the Ji clan and Xi was the reason the Ji clan had generations of marquises.",https://ctext.org/han-shu/wu-xing-zhi,五行志,,han-shu,漢書,Han Shu,['Eastern Han'],36.0,111,
104,經下,Canon II,堯之義也，生於今而處於古。而異時。說在所義二。,"The meaning of Yao is that he was born in the present but resides in the ancient. And in different times, the explanation lies in the duality of purpose.",https://ctext.org/mozi/canon-ii,,Canon II,mozi,墨子,Mozi,"['Spring and Autumn', 'Warring States']",-490.0,-221,
5,異虛,,夏將衰也，二龍戰於庭，吐漦而去。夏王櫝而藏之。夏亡，傳於殷；殷亡，傳於周，皆莫之發。至幽王之時，發而視之，漦流于庭，化為玄黿，走入後宮，與婦人交，遂生褒姒。褒姒歸周，厲王惑亂，國遂滅亡。幽、厲王之去夏世，以為千數歲，二龍戰時，幽、厲、褒姒等未為人也。周亡之妖，已出久矣。妖出，禍安得不就？瑞見，福安得不至？若二龍戰時言曰：「余褒之二君也。」是則褒姒當生之驗也。龍稱褒，褒姒不得不生，生則厲王不得不惡，惡則國不得不亡。徵已見，雖五聖十賢相與郤之，終不能消。善惡同實：善祥出，國必興；惡祥見，朝必亡。謂惡異可以善行除，是謂善瑞可以惡政滅也。河源出於崑崙，其流播於九河。使堯、禹郤以善政，終不能還者，水勢當然，人事不能禁也。河源不可禁，二龍不可除，則桑穀不可郤也。,"When summer begins to decline, two dragons battle in the courtyard, spewing mist and departing. The king of summer sealed them away. After the fall of summer, they were transmitted to Yin; after the fall of Yin, they were transmitted to Zhou, but none could release them. By the time of King You, they were revealed, the mist flowing in the courtyard transformed into a black tortoise, running into the inner palace and mingling with the women, thus giving birth to Bao Si. When Bao Si returned to Zhou, King Li was misled, and the state ultimately perished. The time of Kings You and Li following the summer era is regarded as several thousand years, and when the two dragons fought, You, Li, Bao Si, and the others were not yet born. The calamities that befell Zhou had long since emerged. When disaster arises, how can misfortune not follow? When auspicious signs appear, how can blessings not arrive? If at the time of the two dragons fighting it was said, 'I am the two lords of Bao,' then it is evident that Bao Si must be born. The dragon signifies Bao, thus Bao Si could not help but be born; if born, then King Li could not help but act wickedly; if wicked, then the country must perish. The signs have appeared, and even though the five sages and ten worthy ones tried to mediate, they ultimately could not dispel it. Good and evil are equally real: when good omens appear, the country must prosper; when evil omens are seen, the court must perish. To think that evil can be eliminated by good actions is to suggest that good omens can extinguish bad governance. The source of the Yellow River emerges from Kunlun, its flow spreads across the nine rivers. Even if Yao and Yu were to govern with good policies, they could not stop it; the force of water is predestined, and human actions cannot restrain it. The source of the Yellow River cannot be stopped, the two dragons cannot be removed, thus the mulberry and grain cannot be restrained.",https://ctext.org/lunheng/yi-xu,異虛,,lunheng,論衡,Lunheng,['Eastern Han'],80.0,80,
15,釋床帳,,帷，圍也，所以自障圍也。,A curtain is a surrounding barrier; it serves to protect and enclose oneself.,https://ctext.org/shi-ming/shi-chuang-zhang,釋床帳,,shi-ming,釋名,Shi Ming,['Eastern Han'],190.0,210,
145,孝桓帝紀,,四年春正月辛酉，南宮嘉德殿火。戊子，丙署火。大疫。二月壬辰，武庫火。,"In the fourth year, in the spring of the first month, on the day of Xin You, the South Palace's Jia De Hall caught fire. On the day of Wu Zi, the fire in the Bing Bureau occurred. There was a great plague. In the second month, on the day of Ren Chen, the arsenal caught fire.",https://ctext.org/hou-han-shu/xiao-huan-di-ji,孝桓帝紀,,hou-han-shu,後漢書,Hou Han Shu,['Northern and Southern'],420.0,445,
0,下邳惠王衍,,和帝賜恭詔曰：「皇帝問彭城王始夏無恙。蓋聞堯親九族，萬國協和，書典之所美也。下邳王被病沈滯之疾，昏亂不明，家用不寧，姬妾適庶，諸子分爭，紛紛至今。前太子卬頑凶失道，陷于大辟，是後諸子更相誣告，迄今適嗣未知所定，朕甚傷之。惟王與下邳王恩義至親，正此國嗣，非王而誰？禮重適庶之序，春秋之義大居正。孔子曰：『惟仁者能好人，能惡人。』貴仁者所好惡得其中也。太子國之儲嗣，可不慎歟！王其差次下邳諸子可為太子者上名，將及景風拜授印綬焉。」,"Emperor He bestowed a gracious edict saying: ""The Emperor inquired about the health of King of Pengcheng since the beginning of summer. It is said that in the time of Yao, he cared for his nine kin, and all nations were in harmony. This is what the classics extol. The King of Xiapi suffers from an illness that has left him stagnant and confused, his household is in turmoil, concubines and wives find it difficult, and his sons are in dispute, chaotic until now. The former Crown Prince Ang was dull and fierce, lost his way, and fell into severe punishment. Subsequently, the other sons have been accusing each other, and up to now, it is still unknown who will succeed. I am greatly grieved by this. Only you, being close in affection and duty to the King of Xiapi, have the proper relation for the succession of this state; who else but you? The rites greatly value the order of wives and concubines, and the principles of Spring and Autumn greatly emphasize the rectitude. Confucius said: 'Only the benevolent can like good people and dislike bad people.' The noble ones, by their likes and dislikes, can find the middle ground. The Crown Prince is the heir to the state; can we not be cautious? You should select among the sons of Xiapi those who may be worthy of the position of Crown Prince and submit their names, preparing for the formal bestowal of the seal and insignia in the winds of tranquility.""",https://ctext.org/dong-guan-han-ji/xia-pei-hui-wang-yan,下邳惠王衍,,dong-guan-han-ji,東觀漢記,Dong Guan Han Ji,['Eastern Han'],60.0,160,
17,見部,,覰：拘覰，未致密也。从見虘聲。,"Restrained: To be restrained, not yet achieving thoroughness. It is formed from the character for 'see' and the phonetic 'zhu'.",https://ctext.org/shuo-wen-jie-zi/jian-bu,見部,,shuo-wen-jie-zi,說文解字,Shuo Wen Jie Zi,['Eastern Han'],100.0,121,
42,釋飲食,,膾細切豬羊馬肉使加膾也。,"Sliced finely, pork, mutton, and horse meat should be added to the raw fish as well.",https://ctext.org/shi-ming/shi-yin-shi,釋飲食,,shi-ming,釋名,Shi Ming,['Eastern Han'],190.0,210,
88,敘傳下,,誰毀誰譽，譽其有試。泯泯群黎，化成良吏。淑人君子，時同功異。沒世遺愛，民有餘思。述循吏傳第五十九。,"Who slanders, who praises, praise is based on trials. The countless common people, transformed into good officials. Virtuous persons and gentlemen, their merits differ with time. Leaving love after death, the people have lingering thoughts.",https://ctext.org/han-shu/xu-zhuan-xia,敘傳下,,han-shu,漢書,Han Shu,['Eastern Han'],36.0,111,
2,晉伯宗妻,,於是為大會，與諸大夫飲。既飲，而問妻曰：「何若？」對曰：「諸大夫莫子若也，然而民之不能戴其上久矣，難必及子。子之性固不可易也，且國家多貳，其危可立待也。子何不預結賢大夫，以託州犁焉。」伯宗曰：「諾。」乃得畢羊而交之。,"At this, a grand meeting was held, and the gentlemen drank together. After drinking, he asked his wife, 'What do you think?' She replied, 'Among the gentlemen, there is no one like you; however, the people have not been able to support you for long, and it is unlikely that they will reach you. Your nature is indeed hard to change, and moreover the state has many factions, its danger can arise at any moment. Why do you not seek to ally with virtuous gentlemen, to entrust the state to them?' Bozong replied, 'Agreed.' Thus, he was able to meet Zhu Yang and forge a bond with him.",https://ctext.org/lie-nv-zhuan/jin-bo-zong-qi,晉伯宗妻,,lie-nv-zhuan,列女傳,Lie Nü Zhuan,['Western Han'],-206.0,9,
78,魯周公世家,,三十七年，悼公卒，子嘉立，是為元公。元公二十一年卒，子顯立，是為穆公。穆公三十三年卒，子奮立，是為共公。共公二十二年卒，子屯立，是為康公。康公九年卒，子匽立，是為景公。景公二十九年卒，子叔立，是為平公。是時六國皆稱王。,"In the thirty-seventh year, Duke Dao passed away, and his son Jia succeeded him, becoming Duke Yuan. Duke Yuan passed away after twenty-one years, and his son Xian succeeded him, becoming Duke Mu. Duke Mu passed away after thirty-three years, and his son Fen succeeded him, becoming Duke Gong. Duke Gong passed away after twenty-two years, and his son Tun succeeded him, becoming Duke Kang. Duke Kang passed away after nine years, and his son Yan succeeded him, becoming Duke Jing. Duke Jing passed away after twenty-nine years, and his son Shu succeeded him, becoming Duke Ping. At that time, all six states were called kings.",https://ctext.org/shiji/lu-zhou-gong-shi-jia,魯周公世家,,shiji,史記,Shiji,['Western Han'],-109.0,-91,
97,夏小正,,粟零。零也者，降也。零而後取之，故不言剝也。,"Grain falls. The term 'fall' refers to the act of descending. After it has fallen, we then gather it, hence it is not referred to as 'strip' (removing the husk).",https://ctext.org/da-dai-li-ji/xia-xiao-zheng,夏小正,,da-dai-li-ji,大戴禮記,Da Dai Li Ji,['Eastern Han'],100.0,200,
81,大略,,君子疑則不言，未問則不言，道遠日益矣。,"A gentleman, when in doubt, does not speak; when he has not been asked, he does not speak; the path grows distant as the days increase.",https://ctext.org/xunzi/da-lve,大略,,xunzi,荀子,Xunzi,['Warring States'],-475.0,-221,
8,則陽,Ze-yang,犀首聞而恥之，曰：「君為萬乘之君也，而以匹夫從讎！衍請受甲二十萬，為君攻之，虜其人民，係其牛馬，使其君內熱發於背，然後拔其國。忌也出走，然後抶其背，折其脊。」,"When the Minister of War heard of it, he was ashamed, and said (to the king), 'You are a ruler of 10,000 chariots, and by means of a common man would avenge yourself on your enemy. I beg you to give me, Yan, the command of 200,000 soldiers to attack him for you. I will take captive his people and officers, halter (and lead off) his oxen and horses, kindling a fire within him that shall burn to his backbone. I will then storm his capital; and when he shall run away in terror, I will flog his back and break his spine.'",https://ctext.org/zhuangzi/ze-yang,,Ze-yang,zhuangzi,莊子,Zhuangzi,['Warring States'],-350.0,-250,True
152,隱公,,鄭伯使卒出豭，行出犬雞，以詛射潁考叔者。君子謂鄭莊公失政刑矣，政以治民，刑以正邪，既無德政，又無威刑，是以及邪，邪而詛之，將何益矣。,"The Duke of Zheng sent soldiers to release a boar, and allowed the dogs and chickens to roam freely, in order to curse and shoot at Lord Ying Kao. The gentlemen said that Duke Zhuang of Zheng had lost his governance and punishment. Rulership is to cultivate the people, and punishment is to rectify right and wrong. With neither moral governance nor authoritative punishment, if one allows evil to flourish and then curses it, what benefit is there?",https://ctext.org/chun-qiu-zuo-zhuan/yin-gong,隱公,,chun-qiu-zuo-zhuan,春秋左傳,Chun Qiu Zuo Zhuan,['Warring States'],-468.0,-300,
33,地理志,,雲陵，萬年，長陵，陽陵，雲陽。,"Yunling, Wannian, Changling, Yangling, Yunyang.",https://ctext.org/han-shu/di-li-zhi,地理志,,han-shu,漢書,Han Shu,['Eastern Han'],36.0,111,
93,孝和孝殤帝紀,,車師後王叛，擊其前王。,The king of the Chushi tribe rebelled and attacked his predecessor.,https://ctext.org/hou-han-shu/xiao-he-xiao-shang-di-ji,孝和孝殤帝紀,,hou-han-shu,後漢書,Hou Han Shu,['Northern and Southern'],420.0,445,
60,成公,,夏，四月，甲寅，臧孫許卒。,"In the summer, in the fourth month, on the day of Jia-Yin, Zangsong Xu passed away.",https://ctext.org/chun-qiu-zuo-zhuan/cheng-gong,成公,,chun-qiu-zuo-zhuan,春秋左傳,Chun Qiu Zuo Zhuan,['Warring States'],-468.0,-300,
13,權謀,,石乞侍坐於屈建。屈建曰：「白公其為亂乎？」石乞曰：「是何言也？白公至於室無營所，下士者三人與己相若，臣者五人，所與同衣者千人。白公之行若此，何故為亂？」屈建曰：「此建之所謂亂也。以君子行，則可於國家行。過禮則國家疑之，且苟不難下其臣，必不難高其君矣。建是以知夫子將為亂也。」處十月，白公果為亂。,"Shi Qi was sitting with Qu Jian. Qu Jian said, 'Is Lord Bai causing chaos?' Shi Qi replied, 'What kind of talk is this? When Lord Bai arrived at the residence without any encampment, there were three subordinates who were similar to me, and five attendants, with a thousand people wearing the same clothes as him. With such behavior by Lord Bai, why would there be chaos?']",https://ctext.org/shuo-yuan/quan-mou,權謀,,shuo-yuan,說苑,Shuo Yuan,['Western Han'],-206.0,9,
21,秦五,,韓非知之，曰：「賈以珍珠重寶，南使荊、吳，北使燕、代之間三年，四國之交未必合也，而珍珠重寶盡於內。是賈以王之權、國之寶，外自交於諸侯，願王察之。且梁監門子，嘗盜於梁，臣於趙而逐。取世監門子，梁之大盜，趙之逐臣，與同知社稷之計，非所以厲群臣也。」,"Han Fei understood this and said: 'If a merchant uses precious pearls as heavy treasures and sends them to the states of Jing and Wu in the south, and to Yan and Dai in the north over three years, the alliances among the four states may not necessarily come together, yet the precious pearls would be exhausted within. This means the merchant utilizes the king’s authority and the state’s treasures to engage with the vassals outside. I hope the king will consider this. Moreover, the son of the gatekeeper of Liang once stole from Liang, while a minister in Zhao was exiled. Taking the son of the gatekeeper as a great thief of Liang and a minister expelled from Zhao, in conjunction with knowing the plans of the state is not a way to sharpen the ministers collectively.'",https://ctext.org/zhan-guo-ce/qin-wu,秦五,,zhan-guo-ce,戰國策,Zhan Guo Ce,"['Warring States', 'Western Han']",-350.0,-6,
7,奇怪,,或曰：「夏之衰，二龍鬭於庭，吐漦於地。龍亡漦在，櫝而藏之。至周幽王發出龍漦，化為玄黿，入于後宮，與處女交，遂生褒姒。玄黿與人異類，何以感於處女而施氣乎？」夫玄黿所交非正，故褒姒為禍，周國以亡。以非類妄交，則有非道妄亂之子。今堯、高祖之母，不以道接會，何故二帝賢聖，與褒姒異乎？,"It is said: ""In the decline of the Xia dynasty, two dragons fought in the courtyard and spat out vapor onto the ground. When the dragons were gone, the vapor remained, and it was collected and hidden away. Later, when King You of Zhou released the dragon's vapor, it transformed into a mysterious tortoise, entered the inner palace, and consorted with a maiden, resulting in the birth of Bao Si. The mysterious tortoise, being of a different kind from humans, how could it attract the maiden and exert its influence?"" Therefore, the union of the mysterious tortoise was not proper, and thus Bao Si brought calamity, leading to the downfall of the Zhou state. When unions are inappropriate and non-kindred, there arise children who are not of the proper path and cause disorder. Now, the mother of Yao and Gaozu did not connect with others through proper means; why then are the two emperors, who are wise and holy, different from Bao Si?",https://ctext.org/lunheng/qi-guai,奇怪,,lunheng,論衡,Lunheng,['Eastern Han'],80.0,80,
3,王丹,,更始時，遵為大司馬護軍，出使匈奴，過辭於丹。丹曰：「俱遭世反覆，唯我二人為天地所遺。今子當之絕域，無以相贈，贈子以不拜。」遂揖而別，遵甚悅之。,"At the time of the restoration, Zun was the Grand General guarding the army and was sent to negotiate with the Xiongnu. He passed by to bid farewell to Dan. Dan said, 'We both have suffered the upheavals of the world; only you and I have been forsaken by heaven and earth. Now you are going to an isolated land, and I have no gifts to offer you, so I gift you my refusal to bow.' He then made a respectful gesture and took his leave, and Zun was very pleased with it.",https://ctext.org/dong-guan-han-ji/wang-dan,王丹,,dong-guan-han-ji,東觀漢記,Dong Guan Han Ji,['Eastern Han'],60.0,160,
16,女部,,嫁：女適人也。从女家聲。,Marriage: the woman marries someone. It derives from the woman's family reputation.,https://ctext.org/shuo-wen-jie-zi/nv-bu,女部,,shuo-wen-jie-zi,說文解字,Shuo Wen Jie Zi,['Eastern Han'],100.0,121,
4,東夷列傳,,自中興之後，四夷來賓，雖時有乖畔，而使驛不絕，故國俗風土，可得略記。東夷率皆土著，憙飲酒歌舞，或冠弁衣錦，器用俎豆。所謂中國失禮，求之四夷者也。凡蠻、夷、戎、狄總名四夷者，猶公、侯、伯、子、男皆號諸侯云。,"Since the revival period, the surrounding tribes have come as guests; although there are occasional disturbances, the messengers are never interrupted, thus the customs and natural scenery of the country can be roughly recorded. The Eastern tribes are mostly natives, fond of drinking, singing, and dancing, some wear caps and elaborate clothing, and use utensils like platters and bowls. What is said to be the loss of propriety in China is sought from the surrounding tribes. Generally, the terms 'barbarians', 'tribes', 'Rong', and 'Di' collectively refer to the 'four tribes', just as the titles 'Duke', 'Marquis', 'Count', 'Viscount', and 'Baron' all refer to noble lords.",https://ctext.org/hou-han-shu/dong-yi-lie-zhuan,東夷列傳,,hou-han-shu,後漢書,Hou Han Shu,['Northern and Southern'],420.0,445,
4,刺節真邪,,黃帝曰：刺衛言徹衣，夫子乃言盡刺諸陽之奇俞，未有常處也。願卒聞之。歧伯曰：是陽氣有餘，而陰氣不足，陰氣不足則內熱，陽氣有餘則外熱，內熱相搏，熱於懷炭，外畏綿帛近，不可近身，又不可近席。腠理閉塞，則汗不出，舌焦唇槁，腊乾益燥，飲食不讓美惡。黃帝曰：善。取之奈何？歧伯曰：取之於其天府大杼三痕，又刺中膂，以去其熱，補足手太陰，以去其汗，熱去汗稀，疾於徹衣。黃帝曰：善。,"The Yellow Emperor said: The acupuncturist Wei mentioned the process of expelling clothing; Confucius remarked on the amazing effects of piercing all the Yang energies, as there is no fixed location for this. I wish to hear the details. Qi Bo replied: This is because there is excess Yang qi and insufficient Yin qi; insufficient Yin qi leads to internal heat, while excessive Yang qi leads to external heat. When internal heat contends, it is hotter than hot charcoal, while external heat fears the touching of soft fabrics. It should not be allowed near the body, and also should not be near the bed. When the pores are closed, then sweat does not emerge, the tongue is scorched and the lips cracked, and dryness increases. Food and drink do not discriminate between good or bad. The Yellow Emperor said: Good. How is it to be treated? Qi Bo said: It is to be treated from the heavens, at the Great Weaver’s three marks, then pierce the center of the torso to eliminate the heat, nourish the hand’s Taiyin to reduce the sweat; when the heat is gone, the sweat will become sparse, and recovery will be swift regarding the expulsion of clothing. The Yellow Emperor said: Good.",https://ctext.org/huangdi-neijing/ci-jie-zhen-xie,刺節真邪,,huangdi-neijing,黃帝內經,Huangdi Neijing,"['Warring States', 'Western Han']",-475.0,9,
17,釋親屬,,父之兄曰世父，言為嫡統繼世也。又曰伯父伯把也，把持家政也。,"The father’s elder brother is called 'Shifu', which signifies the legitimate heir who continues the family line. Furthermore, the term 'Bofu' refers to an uncle who manages family affairs.",https://ctext.org/shi-ming/shi-qin-shu,釋親屬,,shi-ming,釋名,Shi Ming,['Eastern Han'],190.0,210,
55,釋州國,,五百家為黨，黨，長也，一聚之所尊長也。,"Five hundred families form a party; a party is a leader, a gathering place of respect and authority.",https://ctext.org/shi-ming/shi-zhou-guo,釋州國,,shi-ming,釋名,Shi Ming,['Eastern Han'],190.0,210,
22,崔駰列傳,,久之，大將軍梁商初開莫府，復首辟瑗。自以再為貴戚吏，不遇被斥，遂以疾固辭。歲中舉茂才，遷汲令。在事數言便宜，為人開稻田數百頃。視事七年，百姓歌之。,"After a long time, General Liang Shang initially opened the Mo residence and later appointed Zhuan again. He believed that having served as an official twice in the noble family, he did not encounter favor and was thus dismissed, so he firmly declined due to illness. In the middle of the year, he was selected as a talented individual and promoted to the position of Governor of Ji. During his term, he spoke several times about the appropriateness of matters and opened hundreds of acres of rice fields for the people. He served in this position for seven years, and the common people sang praises of him.",https://ctext.org/hou-han-shu/cui-yin-lie-zhuan,崔駰列傳,,hou-han-shu,後漢書,Hou Han Shu,['Northern and Southern'],420.0,445,
31,孝和孝殤帝紀,,三年春正月甲子，皇帝加元服，賜諸侯王、公、將軍、特進、中二千石、列侯、宗室子孫在京師奉朝請者黃金，將、大夫、郎吏、從官帛。賜民爵及粟帛各有差，大酺五日。郡國中都官繫囚死罪贖縑，至司寇及亡命，各有差。庚辰，賜京師民酺，布兩戶共一匹。,"In the third year of spring, during the first month of the Jiazi year, the emperor conferred the imperial cap on himself and granted gold to the feudal lords, princes, generals, specially honored officials, and the two thousand stone officials, as well as to the noble families and descendants of the royal lineage who were in the capital to receive morning audience. Officials, vassals, and lower-ranking officials were given silk. The common people were granted titles and received varying amounts of grain and silk, with a grand banquet lasting five days. Those who were imprisoned under the authority of the provincial governments and faced capital punishment were pardoned in exchange for cloth, while those who had fled and other varying cases were treated differently. On the Gengchen day, the citizens of the capital were granted a feast, with materials provided for two households sharing one bolt of cloth.",https://ctext.org/hou-han-shu/xiao-he-xiao-shang-di-ji,孝和孝殤帝紀,,hou-han-shu,後漢書,Hou Han Shu,['Northern and Southern'],420.0,445,
52,嘔吐噦下利病脈證治,,病人胸中似喘不喘，似嘔不嘔，似噦不噦，徹心中憤憤然無奈，用後方。,"The patient feels an unsettled sensation in the chest, as if there is tightness but not quite; as if there is nausea but not fully; as if there is an urge to vomit but not really. Deep within the heart, there is a feeling of frustration and helplessness, using the following method.",https://ctext.org/jinkui-yaolue/17,嘔吐噦下利病脈證治,,jinkui-yaolue,金匱要略,Jinkui Yaolue,['Eastern Han'],170.0,219,
39,光武帝紀上,,辛卯，朱鮪舉城降。,"In the year of the Yin Rabbit, Zhu Wei surrendered the city.",https://ctext.org/hou-han-shu/guang-wu-di-ji-shang,光武帝紀上,,hou-han-shu,後漢書,Hou Han Shu,['Northern and Southern'],420.0,445,
47,藝文志,,明堂陰陽三十三篇。,The Thirty-Three Works of Yin and Yang in the Ming Hall.,https://ctext.org/han-shu/yi-wen-zhi,藝文志,,han-shu,漢書,Han Shu,['Eastern Han'],36.0,111,
31,問上,,景公問於晏子曰：「治國何患？」,"Duke Jing asked Yan Zi, ""What troubles are there in governing a country?""",https://ctext.org/yanzi-chun-qiu/wen-shang,問上,,yanzi-chun-qiu,晏子春秋,Yanzi Chun Qiu,['Warring States'],-475.0,-221,
