Paragraph,TitleChinese,ChineseText,Chapter Chinese,Book Chinese,Book period,earliest_date,latest_date,name,identity,ChapterYear
3,莊公九年,秋，七月，丁酉，葬齊襄公。,莊公九年,春秋左傳,['Warring States'],-468.0,-300,['齐襄公'],['齐襄公是被葬礼纪念的人'],-685.0
10,昭公十五年,晉荀吳帥師伐鮮虞圍，鼓鼓，人或請以城叛，穆子弗許，左右曰，師徒不勤，而可以獲城，何故不為，穆子曰，吾聞諸叔向曰，好惡不愆，民知所適，事無不濟，或以吾城叛，吾所甚惡也，人以城來，吾獨何好焉，賞所甚惡，若所好何，若其弗賞，是失信也，何以庇民，力能則進，否則退，量力而行，吾不可以，欲城而邇姦，所喪滋多，使鼓人殺叛人而繕守備，圍鼓三月，鼓人或請降，使其民見曰，猶有食色，姑脩而城，軍吏曰，獲城而弗取，勤民而頓兵，何以事君，穆子曰，吾以事君也，獲一邑而教民，怠將焉用，邑邑以賈怠，不如完舊，賈怠無卒，棄舊不祥，鼓人能事其君，我亦能事吾君，率義不爽，好惡不愆，城可獲而民知義，所有死命，而無二心，不亦可乎，鼓人告食竭力盡，而後取之，克鼓而反，不戮一人，以鼓子截鞮歸。,昭公十五年,春秋左傳,['Warring States'],-468.0,-300,"['荀吴', '穆子', '叔向', '鼓君', '截鞮']","['荀吴是晋国的将领', '穆子是晋国的将领，负责围攻鼓城', '叔向是穆子提到的一个人，可能是他的长辈或老师', '鼓君是鼓城的君主', '截鞮是鼓君的名字，被穆子带回国']",-527.0
5,隱公二年,冬，十月，伯姬歸于紀。,隱公二年,春秋左傳,['Warring States'],-468.0,-300,['伯姬'],['伯姬是返回纪国的人'],-721.0
13,文公十五年,夏，曹伯來朝，禮也，諸侯五年再相朝，以脩王命，古之制也。,文公十五年,春秋左傳,['Warring States'],-468.0,-300,['曹伯'],['曹伯是来朝见的诸侯'],-612.0
2,僖公二十一年,夏，大旱。,僖公二十一年,春秋左傳,['Warring States'],-468.0,-300,[],[],-639.0
0,襄公十四年,十有四年，春，王正月，季孫宿叔老會晉士丐，齊人，宋人，衛人，鄭公孫蠆，曹人，莒人，邾人，滕人，薛人，杞人，小邾人，會吳于向。,襄公十四年,春秋左傳,['Warring States'],-468.0,-300,"['季孙宿', '叔老', '士丐', '公孙蠆']","['鲁国的官员', '鲁国的官员', '晋国的官员', '郑国的官员']",-559.0
9,定公五年,乙亥，陽虎囚季桓子，及公父文伯，而逐仲梁，懷，冬，十月，丁亥，殺公何藐，己丑，盟桓子于稷門之內，庚寅，大詛逐公父歜及秦遄，皆奔齊。,定公五年,春秋左傳,['Warring States'],-468.0,-300,"['阳虎', '季桓子', '公父文伯', '仲梁怀', '公何藐', '桓子', '公父歜', '秦遄']","['阳虎是囚禁季桓子和公父文伯的人，并驱逐了仲梁怀', '季桓子是被阳虎囚禁的人', '公父文伯是被阳虎囚禁的人', '仲梁怀是被阳虎驱逐的人', '公何藐是被杀的人', '桓子是与阳虎结盟的人', '公父歜是被阳虎驱逐并逃到齐国的人', '秦遄是被阳虎驱逐并逃到齐国的人']",-505.0
9,昭公十四年,秋，八月，莒著丘公卒，郊公不慼，國人弗順，欲立著丘公之弟庚與，蒲餘侯惡公子意恢，而善於庚與，郊公惡公子鐸，而善於意恢，公子鐸因蒲餘侯而與之謀，曰，爾殺意恢，我出君而納庚與，許之。,昭公十四年,春秋左傳,['Warring States'],-468.0,-300,"['著丘公', '郊公', '庚与', '蒲余侯', '公子意恢', '公子鐸']","['著丘公是莒国的国君', '郊公是莒国的国君，著丘公去世后的继任者', '庚与是著丘公的弟弟', '蒲余侯是莒国的权臣', '公子意恢是莒国的公子，蒲余侯讨厌他', '公子鐸是莒国的公子，郊公不喜欢他']",-528.0
4,成公十四年,九月，僑如以夫人婦姜氏至自齊。,成公十四年,春秋左傳,['Warring States'],-468.0,-300,"['僑如', '姜氏夫人']","['姜氏夫人是僑如的妻子', '僑如是姜氏夫人的丈夫']",-577.0
1,昭公十四年,三月，曹伯滕卒。,昭公十四年,春秋左傳,['Warring States'],-468.0,-300,['曹伯滕'],['去世者'],-528.0
6,文公十六年,冬，十有一月，宋人弒其君杵臼。,文公十六年,春秋左傳,['Warring States'],-468.0,-300,['杵臼'],['宋国的国君'],-611.0
4,僖公二十一年,冬，公伐邾。,僖公二十一年,春秋左傳,['Warring States'],-468.0,-300,[],[],-639.0
10,哀公十二年,冬，十二月，螽，季孫問諸仲尼，仲尼曰，丘聞之，火伏而後蟄者畢，今火猶西流，司厤過也。,哀公十二年,春秋左傳,['Warring States'],-468.0,-300,"['季孙', '孔子']","['季孙是向孔子请教的人', '孔子是被季孙请教的人']",-483.0
18,成公八年,冬，杞叔姬卒，來歸自杞，故書。,成公八年,春秋左傳,['Warring States'],-468.0,-300,['叔姬'],['杞国的女性'],-583.0
0,襄公六年,六年，春，王三月，壬午，杞伯姑容卒。,襄公六年,春秋左傳,['Warring States'],-468.0,-300,"['周王', '伯姑容']","['周王是周朝的君主', '伯姑容是杞国的统治者']",-567.0
6,隱公十年,夏，五月，羽父先會齊侯，鄭伯，伐宋。,隱公十年,春秋左傳,['Warring States'],-468.0,-300,"['羽父', '齐侯', '郑伯']","['羽父是会见齐侯和郑伯的人', '齐侯是被羽父会见的人', '郑伯是被羽父会见的人']",-713.0
9,僖公三十年,冬，王使周公閱來聘，饗有昌歜，白，黑，形鹽，辭曰，國君文足昭也，武可畏也，則有備物之饗，以象其德，薦五味，羞嘉穀，鹽虎形，以獻其功，吾何以堪之。,僖公三十年,春秋左傳,['Warring States'],-468.0,-300,"['国君', '周公']","['国君是设宴款待周公的人', '周公是被国君邀请来访的人']",-630.0
17,宣公十年,夏，齊惠公卒，崔杼有寵於惠公，高，國畏其偪也，公卒而逐之，奔衛，書曰，崔氏，非其罪也，且告以族，不以名，凡諸侯之大夫違，告於諸侯曰，某氏之守臣某，失守宗廟，敢告，所有玉帛之使者則告，不然則否。,宣公十年,春秋左傳,['Warring States'],-468.0,-300,"['惠公', '崔杼']","['齐国的国君', '齐国的权臣，受到惠公宠爱，地位很高']",-599.0
8,宣公十年,公孫歸父如齊。,宣公十年,春秋左傳,['Warring States'],-468.0,-300,['公孙归父'],['公孙归父是去齐国的人'],-599.0
21,文公九年,冬，楚子越椒來聘，執幣傲，叔仲惠伯曰，是必滅若敖氏之宗，傲其先君，神弗福也。,文公九年,春秋左傳,['Warring States'],-468.0,-300,"['子越椒', '叔仲惠伯']","['子越椒是楚国的使者', '叔仲惠伯是评论子越椒态度的人']",-618.0
22,襄公二十四年,齊人城郟，穆叔如周聘，且賀城，王嘉其有禮也，賜之大路。,襄公二十四年,春秋左傳,['Warring States'],-468.0,-300,"['穆叔', '周王']","['穆叔是齐国人，前往周国访问', '周王是周国的君主，称赞穆叔并赏赐他大路']",-549.0
9,昭公三年,齊侯使晏嬰請繼室於晉，曰，寡君使嬰曰，寡人願事君，朝夕不倦，將奉質幣，以無失時，則國家多難，是以不獲，不腆先君之適，以備內官，焜燿寡人之望，則又無祿，早世隕命，寡人失望，君若不忘先君之好，惠顧齊國，辱收寡人，徼福於大公丁公，照臨敝邑，鎮撫其社稷，則猶有先君之適，及遺姑姊妹若而人，君若不棄敝邑，而辱使董振擇之，以備嬪嬙，寡人之望也，韓宣子使叔向對曰，寡君之願也，寡君不能獨任其社稷之事，未有伉儷，在縗絰之中，是以未敢請，君有辱命，惠莫大焉，若惠顧敝邑，撫有晉國，賜之內主，豈惟寡君，舉群臣實受其貺其自唐叔以下，實寵嘉之，既成昏，晏子受禮，叔向從之晏，相與語，叔向曰，齊其何如，晏子曰，此季世也，吾弗知，齊其為陳氏矣，公棄其民，而歸於陳氏，齊舊四量，豆，區，釜，鍾，四升為豆，各自其四，以登於釜，釜十則鍾，陳氏三量，皆登一焉，鍾乃大矣，以家量貸，而以公量收之，山木如市，弗加於山，魚鹽蜃蛤，弗加於海，民參其力，二入於公，而衣食其一，公聚朽蠹，而三老凍餒，國之諸市，屨賤踊貴，民人痛疾，而或燠休之，其愛之如父母，而歸之如流水，欲無獲民，將焉辟之，箕伯，直柄，虞遂，伯戲，其相胡公大姬，已在齊矣，叔向曰，然。雖吾公室，今亦季世也，戎馬不駕，卿無軍行，公乘無人，卒列無長，庶民罷敝，而宮室滋侈，道殣相望，而女富溢尤。民聞公命，如逃寇讎，欒，郤，胥，原，狐，續，慶，伯，降在皁隸，政在家門，民無所依，君日不悛，以樂慆憂，公室之卑，其何日之有，讒鼎之銘曰，昧旦丕顯，後世猶怠，況日不悛，其能久乎，晏子曰，子將若何，叔向曰，晉之公族盡矣，肸聞之，公室將卑，其宗族枝葉先落，則公從之，肸之宗十一族，唯羊舌氏在而已，肸又無子，公室無度，幸而得死，豈其獲祀，初，景公欲更晏子之宅，曰，子之宅近市，湫隘囂塵，不可以居，請更諸爽塏者，辭曰，君之先臣容焉，臣不足以嗣之，於臣侈矣，且小人近市，朝夕得所求，小人之利也，敢煩里旅，公笑曰，子近市，識貴賤乎，對曰，既利之，敢不識乎，公曰，何貴何賤，於是景公繁於刑，有鬻踊者，故對曰，踊貴屨賤，既已告於君，故與叔向語而稱之，景公為是省於刑，君子曰，仁人之言，其利博哉，晏子一言而齊侯省刑，詩曰，君子如祉，亂庶遄已，其是之謂乎，及晏子如晉，公更其宅，反則成矣，既拜乃毀之，而為里室，皆如其舊，則使宅人反之，且諺曰，非宅是卜，唯鄰是卜，二三子先卜鄰矣，違卜不祥，君子不犯非禮，小人不犯不祥，古之制也，吾敢違諸乎，卒復其舊宅，公弗許，因陳桓子以請，乃許之。,昭公三年,春秋左傳,['Warring States'],-468.0,-300,"['齐侯', '晏婴', '韩宣子', '叔向', '景公', '陈氏', '箕伯', '简子', '虞遂', '胡公', '大姬', '欒', '郤', '胥', '原', '狐', '续', '庆', '伯', '肸', '羊舌氏', '陈桓子']","['齐侯是齐国的国君', '晏婴是齐国的使者', '韩宣子是晋国的官员', '叔向是晋国的官员', '景公是齐国的国君', '陈氏是齐国的权臣', '箕伯是齐国的历史人物', '简子是齐国的历史人物', '虞遂是齐国的历史人物', '胡公是齐国的历史人物', '大姬是齐国的历史人物', '欒是晋国的权臣', '郤是晋国的权臣', '胥是晋国的权臣', '原是晋国的权臣', '狐是晋国的权臣', '续是晋国的权臣', '庆是晋国的权臣', '伯是晋国的权臣', '肸是晋国的历史人物', '羊舌氏是晋国的家族', '陈桓子是齐国的官员']",-539.0
1,僖公十一年,夏，公及夫人姜氏，會齊侯于陽穀。,僖公十一年,春秋左傳,['Warring States'],-468.0,-300,"['鲁公', '姜氏', '齐侯']","['鲁公是鲁国的国君', '姜氏是鲁公的夫人', '齐侯是齐国的国君']",-649.0
1,襄公三十一年,夏，六月，辛巳，公薨于楚宮。,襄公三十一年,春秋左傳,['Warring States'],-468.0,-300,['国君'],['在楚宫去世的国君'],-542.0
0,僖公十二年,十有二年，春，王三月，庚午，日有食之。,僖公十二年,春秋左傳,['Warring States'],-468.0,-300,[],[],-648.0
6,僖公八年,夏，狄伐晉，報采桑之役也，復期月。,僖公八年,春秋左傳,['Warring States'],-468.0,-300,[],[],-652.0
7,昭公十六年,十六年，春，王正月，公在晉，晉人止公，不書，諱之也。,昭公十六年,春秋左傳,['Warring States'],-468.0,-300,"['国王', '国君', '晋国人']","['国王是统治者', '国君是被晋国人阻止的人', '晋国人是阻止国君的人']",-526.0
7,宣公十二年,夏，六月，晉師救鄭，荀林父將中軍，先縠佐之，士會將上軍，郤克佐之，趙朔將下軍，欒書佐之，趙括，趙嬰齊，為中軍大夫，鞏朔，韓穿，為上軍大夫，荀首，趙同，為下軍大夫，韓厥為司馬及河，聞鄭既及楚平，桓子欲還，曰，無及於鄭，而勦民，焉用之，楚歸而動，不後，隨武子曰，善，會聞用師觀釁而動，德，刑，政，事，典禮，不易，不可敵也，不為是征，楚軍討鄭，怒其貳而哀其卑，叛而伐之，服而舍之，德刑成矣，伐叛，刑也，柔服，德也，二者立矣，昔歲入陳，今茲入鄭，民不罷勞，君無怨讟，政有經矣，荊尸而舉，商農工賈，不敗其業。而卒乘輯睦，事不奸矣。蒍敖為宰，擇楚國之令典，軍行，右轅，左追蓐，前茅慮無，中權，後勁，百官象物而動，軍政不戒而備，能用典矣，其君之舉也，內姓選於親，外姓選於舊，舉不失德，賞不失勞，老有加惠，旅有施舍，君子小人，物有服章，貴有常尊，賤有等威，禮不逆矣，德立刑行，政成事時，典從禮順，若之何敵之，見可而進，知難而退，軍之善政也，兼弱攻昧，武之善經也，子姑整軍而經武乎，猶有弱而昧者，何必楚，仲虺有言曰，取亂侮亡，兼弱也，汋曰，於鑠王師，遵養時晦，耆昧也，武曰，無競惟烈，撫弱耆昧，以務烈所，可也，彘子曰，不可，晉所以霸，師武臣力也，今失諸侯，不可謂力，有敵而不從，不可謂武，由我失霸，不如死。且成師以出，聞敵彊而退，非夫也。命有軍師，而卒以非夫，唯群子能，我弗為也，以中軍佐濟。,宣公十二年,春秋左傳,['Warring States'],-468.0,-300,"['荀林父', '先縠', '士会', '郤克', '赵朔', '欒书', '赵括', '赵婴齐', '鞏朔', '韩穿', '荀首', '赵同', '韩厥', '桓子', '随武子', '蒍敖', '仲虺', '彘子']","['荀林父是晋国中军的统帅', '先縠是晋国中军的副手', '士会是晋国上军的统帅', '郤克是晋国上军的副手', '赵朔是晋国下军的统帅', '欒书是晋国下军的副手', '赵括是晋国中军的大夫', '赵婴齐是晋国中军的大夫', '鞏朔是晋国上军的大夫', '韩穿是晋国上军的大夫', '荀首是晋国下军的大夫', '赵同是晋国下军的大夫', '韩厥是晋国的司马', '桓子是晋国的将领，计划撤军', '随武子是晋国的将领，支持桓子的计划', '蒍敖是楚国的宰相', '仲虺是古代贤者，曾有言论', '彘子是晋国的将领，反对撤军']",-597.0
5,襄公三十一年,癸酉，葬我君襄公。,襄公三十一年,春秋左傳,['Warring States'],-468.0,-300,['襄公'],['君主'],-542.0
2,莊公三年,五月，葬桓王。,莊公三年,春秋左傳,['Warring States'],-468.0,-300,['桓王'],['桓王是被安葬的人'],-691.0
6,莊公十三年,冬，盟于柯，始及齊平也。,莊公十三年,春秋左傳,['Warring States'],-468.0,-300,[],[],-681.0
12,僖公三十三年,三十三年，春，晉秦師過周北門，左右免冑而下，超乘者三百乘。王孫滿尚幼，觀之，言於王曰：「秦師輕而無禮，必敗。輕則寡謀，無禮則脫，入險而脫，又不能謀，能無敗乎？」及滑，鄭商人弦高，將市於周，遇之。以乘韋先，牛十二，犒師，曰：「寡君聞吾子，將步師出於敝邑，敢犒從者；不腆敝邑，為從者之淹，居則具一日之積，行則備一夕之衛。」且使遽告于鄭。鄭穆公使視客館，則束載，厲兵，秣馬矣。使皇武子辭焉，曰：「吾子淹久於敝邑，唯是脯資，餼牽竭矣。為吾子之將行也，鄭之有原圃，猶秦之有具囿也；吾子取其麋鹿，以閒敝邑，若何？」杞子奔齊，逢孫楊孫奔宋。孟明曰：「鄭有備矣，不可冀也。攻之不克，圍之不繼，吾其還也。」滅滑而還。,僖公三十三年,春秋左傳,['Warring States'],-468.0,-300,"['王孙满', '周王', '弦高', '郑穆公', '皇武子', '孟明']","['王孙满是周国的年轻人', '周王是周国的国君', '弦高是郑国的商人', '郑穆公是郑国的国君', '皇武子是郑国的使者', '孟明是秦国的将领']",-627.0
5,昭公十八年,十八年，春，王二月，乙卯，周毛得殺毛伯過而代之，萇弘曰，毛得必亡，是昆吾稔之日也，侈故之以，而毛得以濟侈於王都，不亡何待。,昭公十八年,春秋左傳,['Warring States'],-468.0,-300,"['周毛', '毛伯过', '萇弘', '毛得']","['周毛是杀死毛伯过并代替他位置的人', '毛伯过是被周毛杀死并被代替位置的人', '萇弘是评论毛得命运的人', '毛得是暂时得势于王都的人']",-524.0
1,僖公十五年,楚人伐徐。,僖公十五年,春秋左傳,['Warring States'],-468.0,-300,[],[],-645.0
11,桓公十七年,蔡桓侯卒，蔡人召蔡季于陳。,桓公十七年,春秋左傳,['Warring States'],-468.0,-300,"['蔡桓侯', '蔡季']","['蔡桓侯是蔡国的国君', '蔡季是蔡国的人们从陈国召回的人']",-695.0
5,文公五年,冬，十月，甲申，許男業卒。,文公五年,春秋左傳,['Warring States'],-468.0,-300,['许男业'],['许男业是去世的人'],-622.0
15,僖公二十八年,公子買戍衛，楚人救衛，不克，公懼於晉，殺子叢以說焉，謂楚人曰，不卒戍也。,僖公二十八年,春秋左傳,['Warring States'],-468.0,-300,"['公子', '子叢']","['公子是购买士兵的人', '子叢是被公子杀掉的人']",-632.0
7,成公四年,冬，城鄆。,成公四年,春秋左傳,['Warring States'],-468.0,-300,[],[],-587.0
14,襄公二十年,衛甯惠子疾，召悼子曰，吾得罪於君，悔而無及也，名藏在諸侯之策，曰孫林父，甯殖，出其君，君入則掩之，若能掩之，則吾子也，若不能。猶有鬼神，吾有餒而已，不來食矣。悼子許諾，惠子遂卒。,襄公二十年,春秋左傳,['Warring States'],-468.0,-300,"['宁惠子', '悼子', '孙林父', '宁殖']","['宁惠子是卫国的官员，曾得罪国君', '悼子是宁惠子的朋友或下属', '孙林父是曾与宁惠子一起驱逐国君的人', '宁殖是曾与宁惠子一起驱逐国君的人']",-553.0
10,桓公十一年,秋，九月，丁亥，昭公奔衛，已亥，厲公立。,桓公十一年,春秋左傳,['Warring States'],-468.0,-300,"['昭公', '厉公']","['昭公是逃亡者，逃到了卫国', '厉公是新即位的君主']",-701.0
2,襄公二十年,滕子，薛伯，杞伯，小邾子，盟于澶淵，秋，公至自會。,襄公二十年,春秋左傳,['Warring States'],-468.0,-300,"['滕子', '薛伯', '杞伯', '小邾子', '公从参']","['滕子是参与澶渊结盟的诸侯之一', '薛伯是参与澶渊结盟的诸侯之一', '杞伯是参与澶渊结盟的诸侯之一', '小邾子是参与澶渊结盟的诸侯之一', '公从参是参与澶渊结盟的人员之一']",-553.0
8,文公十四年,宋子哀來奔。,文公十四年,春秋左傳,['Warring States'],-468.0,-300,['宋子哀'],['宋子哀是来投奔的人'],-613.0
12,昭公二十二年,丁巳葬景王王子朝因舊官百工之喪職秩者，與靈景之族以作亂，帥郊要餞之甲，以逐劉子，壬戌，劉子奔揚，單子逆悼王于莊宮，以歸，王子還，夜取王以如莊宮，癸亥，單子出，王子還與召莊公謀曰，不殺單旗，不捷，與之重盟，必來背盟，而克者多矣，從之，樊頃子曰，非言也，必不克，遂奉王以追單子，及領，大盟而復，殺摯荒以說，劉子如劉，單子亡，乙丑，奔于平畤，群王子追之，單子殺還，姑，發，弱，鬷，延，定，稠，子朝奔京，丙寅，伐之，京人奔山，劉子入于王城，辛未，鞏簡公敗績于京，乙亥，甘平公亦敗焉，叔鞅至自京師，言王室之亂也，閔馬父曰，子朝必不克，其所與者，天所廢也，單子欲告急於晉，秋，七月，戊寅，以王如平畤，遂如圃車，次于皇，劉子如劉，單子使王子處守于王城，盟百工于平宮，辛卯，鄩肸伐皇，大敗，獲鄩肸，壬辰，焚諸王城之市，八月，辛酉，司徒醜以王師敗績于前城，百工叛，己巳，伐單氏之宮，敗焉，庚午，反伐之，辛未，伐東圉，冬，十月，丁巳，晉籍談，荀躒，帥九州之戎，及焦瑕溫原之帥，以納王于王城，庚申，單子劉蚡以王師敗績于郊前，城人敗陸渾于社，十一月，乙酉，王子猛卒，不成喪也，己丑，敬王即位，館于子旅氏。,昭公二十二年,春秋左傳,['Warring States'],-468.0,-300,"['景王', '朝', '灵景王', '刘子', '单子', '悼王', '王子朝', '召庄公', '单旗', '摯荒', '聪导', '巩简公', '甘平公', '叔鞅', '闵马父', '王子监', '鄩肸', '司徒醜', '籍谈', '荀躒', '刘蚡', '王子猛', '敬王']","['景王是被安葬的国君', '朝是景王的儿子', '灵景王是景王的家族成员', '刘子是逃奔扬州的人', '单子是迎接悼王的人并参与叛乱', '悼王是被迎接到庄宫的人', '王子朝是景王的儿子并参与叛乱', '召庄公是与王子朝商议的人', '单旗是被认为会背信弃义的人', '摯荒是被杀的人', '聪导是去刘国的人', '巩简公是京城失败的人', '甘平公是失败的人', '叔鞅是从京师回来谈论王室之乱的人', '闵马父是评论王子朝的人', '王子监是被派去守卫王城的人', '鄩肸是攻打皇城的人', '司徒醜是带领王师在前城败北的人', '籍谈是晋国迎回王城的人', '荀躒是晋国迎回王城的人', '刘蚡是与单子率领王师失败的人', '王子猛是去世的人', '敬王是即位的人']",-520.0
21,襄公二十八年,楚屈建卒，趙文子喪之如同盟，禮也。,襄公二十八年,春秋左傳,['Warring States'],-468.0,-300,"['屈建', '赵文子']","['屈建是楚国人', '赵文子是参与屈建葬礼的同盟国代表']",-545.0
5,昭公三十一年,冬，黑肱以濫來奔。,昭公三十一年,春秋左傳,['Warring States'],-468.0,-300,['黑肱'],['黑肱是一个假装因犯罪而逃跑的人'],-511.0
16,昭公十二年,六月，葬鄭簡公。,昭公十二年,春秋左傳,['Warring States'],-468.0,-300,['郑简公'],['郑简公是去世的郑国国君'],-530.0
13,襄公十年,六月，楚子囊，鄭子耳，伐宋，師于訾毋，庚午，圍宋門于桐門。,襄公十年,春秋左傳,['Warring States'],-468.0,-300,"['子囊', '子耳']","['子囊是楚国的将领', '子耳是郑国的将领']",-563.0
3,文公九年,晉人殺其大夫先都。,文公九年,春秋左傳,['Warring States'],-468.0,-300,['先都'],['晋国的大夫'],-618.0
11,隱公八年,四月，甲辰，鄭公子忽如陳，逆婦媯，辛亥，以媯氏歸，甲寅，入于鄭，陳鍼子送女，先配而後祖，鍼子曰，是不為夫婦，誣其祖矣，非禮也，何以能育。,隱公八年,春秋左傳,['Warring States'],-468.0,-300,"['公子', '妫氏', '鍼子']","['公子是郑国的贵族', '妫氏是公子的妻子', '鍼子是妫氏的父亲']",-715.0
22,定公八年,九月，師侵衛，晉故也。,定公八年,春秋左傳,['Warring States'],-468.0,-300,['军队'],['进攻卫国的力量'],-502.0
6,成公二年,取汶陽田。,成公二年,春秋左傳,['Warring States'],-468.0,-300,[],[],-589.0
1,哀公十一年,夏，陳轅頗出奔鄭。,哀公十一年,春秋左傳,['Warring States'],-468.0,-300,['公子轅颇'],['陈国的公子'],-484.0
1,僖公十二年,夏，楚人滅黃。,僖公十二年,春秋左傳,['Warring States'],-468.0,-300,[],[],-648.0
0,襄公八年,八年，春，王正月，公如晉。,襄公八年,春秋左傳,['Warring States'],-468.0,-300,['我国君主'],['我国君主是去晋国访问的君主'],-565.0
10,成公四年,杞伯來朝，歸叔姬故也。,成公四年,春秋左傳,['Warring States'],-468.0,-300,"['杞国国君', '叔姬']","['杞国国君是叔姬的未婚夫', '叔姬是杞国国君的未婚妻']",-587.0
17,閔公二年,衛文公大布之衣，大帛之冠，務材，訓農，通商，惠工，敬教，勸學，授方，任能，元年，革車三十乘，季年，乃三百乘。,閔公二年,春秋左傳,['Warring States'],-468.0,-300,['卫文公'],['卫国的国君，致力于国家发展'],-660.0
9,襄公六年,秋，滕成公來朝，始朝公也。,襄公六年,春秋左傳,['Warring States'],-468.0,-300,"['滕成公', '鲁公']","['滕成公是鲁公的臣属', '鲁公是滕成公的君主']",-567.0
6,哀公七年,七年，春，宋師侵鄭，鄭叛晉故也，晉師侵衛，衛不服也。,哀公七年,春秋左傳,['Warring States'],-468.0,-300,"['宋国军队', '郑国', '晋国军队', '卫国']","['宋国军队是进攻郑国的力量', '郑国是被宋国军队进攻的对象', '晋国军队是进攻卫国的力量', '卫国是被晋国军队进攻的对象']",-488.0
0,哀公十七年,十七年，春，衛侯為虎幄於藉圃，成求令名者，而與之始食焉，大子請使良夫，良夫乘衷甸，兩牡，紫衣狐裘，至，袒裘不釋劍而食，大子使牽以退，數之以三罪，而殺之。,哀公十七年,春秋左傳,['Warring States'],-468.0,-300,"['卫侯', '太子', '良夫']","['卫侯是卫国的君主', '太子是卫侯的儿子', '良夫是被太子处死的人']",-478.0
4,莊公六年,冬，齊人來歸衛俘。,莊公六年,春秋左傳,['Warring States'],-468.0,-300,[],[],-688.0
13,僖公二十二年,冬，十一月，己已，朔，宋公及楚人戰于泓，宋人既成列。,僖公二十二年,春秋左傳,['Warring States'],-468.0,-300,['宋国的国君'],['宋国的国君是宋国的统治者'],-638.0
0,文公十一年,十有一年，春，楚子伐麇。,文公十一年,春秋左傳,['Warring States'],-468.0,-300,['楚国国君'],['楚国国君是楚国的统治者'],-616.0
5,僖公四年,八月，公至自伐楚。,僖公四年,春秋左傳,['Warring States'],-468.0,-300,['国君'],['国君是领导攻打楚国战役的人'],-656.0
10,昭公二十年,齊侯疥，遂痁，期而不瘳，諸侯之賓問疾者多在，梁丘據與裔款言於公曰，吾事鬼神豐，於先君有加矣，今君疾病，為諸侯憂，是祝史之罪也，諸侯不知，其謂我不敬，君盍誅於祝固史嚚，以辭賓，公說，告晏子，晏子曰，日宋之盟，屈建問范會之德於趙武，趙武曰，夫子之家事治，言於晉國，竭情無私，其祝史祭祀，陳信不愧，其家事無猜，其祝史不祈，建以語康王，康王曰，神人無怨，宜夫子之光輔五君，以為諸侯主也，公曰，據與款謂寡人能事鬼神，故欲誅于祝史，子稱是語，何故，對曰，若有德之君，外內不廢，上下無怨，動無違事，其祝史薦信，無愧心矣，是以鬼神用饗，國受其福，祝史與焉，其所以蕃祉老壽者，為信君使也，其言忠信於鬼神，其適遇淫君，外內頗邪，上下怨疾，動作辟違，從欲厭私，高臺深池，撞鍾舞女，斬刈民力，輸掠其聚，以成其違，不恤後人，暴虐淫從，肆行非度，無所還忌，不思謗讟，不憚鬼神，神怒民痛，無悛於心，其祝史薦信，是言罪也，其蓋失數美，是矯誣也，進退無辭，則虛以求媚，是以鬼神不饗其國以禍之，祝史與焉，所以夭昏孤疾者，為暴君使也，其言僭嫚於鬼神，公曰，然則若之何，對曰，不可為也，山林之木，衡鹿守之，澤之萑蒲，舟鮫守之，藪之薪蒸，虞候守之，海之鹽蜃，祈望守之，縣鄙之人，入從其政，偪介之關，暴征其私，承嗣大夫，強易其賄，布常無藝，徵斂無度，宮室日更，淫樂不違，內寵之妾，肆奪於市，外寵之臣，僭令於鄙，私欲養求，不給則應，民人苦病，夫婦皆詛，祝有益也，詛亦有損，聊攝以東，姑尤以西，其為人也，多矣，雖其善祝，豈能勝億兆人之詛，君若欲誅於祝史，脩德而後可，公說，使有司寬政，毀關，去禁，薄斂，已責。,昭公二十年,春秋左傳,['Warring States'],-468.0,-300,"['齐侯', '梁丘据', '裔款', '晏子', '屈建', '赵武', '范会', '康王']","['齐侯是齐国的君主', '梁丘据是齐国的官员', '裔款是齐国的官员', '晏子是齐国的官员和谋士', '屈建是宋国的官员', '赵武是晋国的官员', '范会是晋国的官员，以德行著称', '康王是晋国的君主']",-522.0
8,莊公四年,"紀侯不能下齊，以與紀季，夏，紀侯大去其國，違齊難也。1. 三 :Another version reads:""正"". 阮刻本《十三經注疏》作「正」。",莊公四年,春秋左傳,['Warring States'],-468.0,-300,[],[],-690.0
2,襄公三十一年,秋，九月，癸巳，子野卒。,襄公三十一年,春秋左傳,['Warring States'],-468.0,-300,['子野'],['去世者'],-542.0
